,Ano_sem,ear_max_subsistema,ear_verif_subsistema_mwmes,ear_verif_subsistema_percentual
3560,2018_1,51602.0703125,69526.06152344,16.8418500425
3564,2018_10,51602.0703125,103316.45703126,28.602514539999998
3568,2018_11,51602.0703125,113893.80664063999,31.530814307142858
3572,2018_12,51602.0703125,120972.68945313999,33.490542819999995
3576,2018_13,51602.0703125,128952.41406252,35.69967161
3580,2018_14,51602.0703125,135715.38671877,37.57197189428571
3584,2018_15,51602.0703125,140440.13281251,38.87998581
3588,2018_16,51602.0703125,143048.95117190998,39.60221481285714
3592,2018_17,51602.0703125,145321.73046877,40.231427329999995
3596,2018_18,51602.0703125,146858.87304688,40.656971524285716
3600,2018_19,51602.0703125,145805.39648439,40.365327564285714
3604,2018_2,51602.0703125,53896.952636710004,14.921042850000001
3608,2018_20,51602.0703125,145096.75195314,40.169128418571425
3612,2018_21,51602.0703125,144061.63085940998,39.88255691571429
3616,2018_22,51602.0703125,142374.31445315,39.41545704428571
3620,2018_23,51602.0703125,140495.40234377998,38.89528547
3624,2018_24,51602.0703125,138629.99804689,38.37887191714286
3628,2018_25,51602.0703125,137040.14257814,37.93871471
3632,2018_26,51602.0703125,135228.22656251,37.43708583285714
3636,2018_27,51602.0703125,133279.08593752,36.89747074857143
3640,2018_28,51602.0703125,131406.55468751,36.379086085714285
3644,2018_29,51602.0703125,129348.15820315,35.80922916857143
3648,2018_3,51602.0703125,57396.13281251,15.889771597142856
3652,2018_30,51602.0703125,126609.72070313999,35.051128934285714
3656,2018_31,51602.0703125,124277.35156251,34.405414037142855
3660,2018_32,51602.0703125,122087.76562502,33.79925646142857
3664,2018_33,51602.0703125,119857.61328126,33.18182863571429
3668,2018_34,51602.0703125,117478.84960938,32.523285457142855
3672,2018_35,51602.0703125,114495.35253907001,31.697328567142854
3676,2018_36,51602.0703125,112083.72460938,31.029685972857145
3680,2018_37,51602.0703125,109162.78710939,30.221071242857143
3684,2018_38,51602.0703125,106546.35937501,29.496700287142858
3688,2018_39,51602.0703125,103716.28808595,28.71322877
3692,2018_4,51602.0703125,60963.53027345,16.877386092857144
3696,2018_40,51602.0703125,100614.8310547,27.854613984285713
3700,2018_41,51602.0703125,97536.12109377,27.00227138
3704,2018_42,51602.0703125,95538.38476562,26.449214391428573
3708,2018_43,51602.0703125,93253.80371095,25.8167572
3712,2018_44,51602.0703125,91854.55273437,25.42937115285714
3716,2018_45,51602.0703125,90954.4482422,25.18018559
3720,2018_46,51602.0703125,93983.55371095,26.018757139999998
3724,2018_47,51602.0703125,97889.15136719,27.10000010857143
3728,2018_48,51602.0703125,106206.65429688,29.4026571
3732,2018_49,51602.0703125,117447.34277345,32.51455770142857
3736,2018_5,51602.0703125,63909.80078126,17.693028312857145
3740,2018_50,51602.0703125,125814.86132813999,34.83107158142857
3744,2018_51,51602.0703125,133083.84960939,36.84344319
3748,2018_52,51602.0703125,139309.45898439,38.56697246
3752,2018_6,51602.0703125,68271.55175783,18.900556837142858
3756,2018_7,51602.0703125,74014.54785157,20.49047143142857
3760,2018_8,51602.0703125,84999.50488283,23.531585694285717
3764,2018_9,51602.0703125,95133.30566407,26.337085997142857
3768,2019_1,51602.0703125,163289.87890627,39.55507469125
3772,2019_10,51602.0703125,169287.48632814,46.866214205714286
3776,2019_11,51602.0703125,174642.02929689,48.34858540142857
3780,2019_12,51602.0703125,180875.40625001,50.07424327285714
3784,2019_13,51602.0703125,188490.07226564,52.18231419
3788,2019_14,51602.0703125,194562.57421876,53.863428934285714
3792,2019_15,51602.0703125,201091.49023439,55.670928409999995
3796,2019_16,51602.0703125,203954.58984376,56.463571820000006
3800,2019_17,51602.0703125,207277.88867189,57.383585794285715
3804,2019_18,51602.0703125,209312.04882813,57.94674246714286
3808,2019_19,51602.0703125,209931.1699219,58.11814226285714
3812,2019_2,51602.0703125,147996.51562501,40.97191401714286
3816,2019_20,51602.0703125,210188.58789064,58.18940026571429
3820,2019_21,51602.0703125,210241.98046876,58.20418603
3824,2019_22,51602.0703125,209255.73437502,57.931143080000005
3828,2019_23,51602.0703125,207727.12500001,57.50797217428572
3832,2019_24,51602.0703125,205946.50195315,57.01499939
3836,2019_25,51602.0703125,203716.22265627,56.39757101857143
3840,2019_26,51602.0703125,201029.15234377,55.65368489
3844,2019_27,51602.0703125,199114.29882815,55.123542241428574
3848,2019_28,51602.0703125,197212.17382814,54.59697124
3852,2019_29,51602.0703125,194683.12500002998,53.89682878857143
3856,2019_3,51602.0703125,151234.5917969,41.868356975714285
3860,2019_30,51602.0703125,191875.76562502,53.11962836142857
3864,2019_31,51602.0703125,189463.13671877,52.45168577
3868,2019_32,51602.0703125,186259.13671877,51.56468582428572
3872,2019_33,51602.0703125,183368.62695314,50.76447132714286
3876,2019_34,51602.0703125,180321.84765626,49.920970915714285
3880,2019_35,51602.0703125,176467.8339844,48.854028975714286
3884,2019_36,51602.0703125,172860.80664064,47.855428422857145
3888,2019_37,51602.0703125,168896.81250001,46.75805718714286
3892,2019_38,51602.0703125,164935.85351564,45.66148594428572
3896,2019_39,51602.0703125,160547.87890627,44.446671622857146
3900,2019_4,51602.0703125,153801.65820314,42.57904270857143
3904,2019_40,51602.0703125,156629.67187502,43.36195646142857
3908,2019_41,51602.0703125,152353.92187501,42.17822864857143
3912,2019_42,51602.0703125,148157.65429689,41.01655687428571
3916,2019_43,51602.0703125,144149.75976564,39.90695789857143
3920,2019_44,51602.0703125,139181.67578127,38.53160040857143
3924,2019_45,51602.0703125,133793.40820314,37.039885385714285
3928,2019_46,51602.0703125,129582.15625001,35.87402834142857
3932,2019_47,51602.0703125,125367.75976563999,34.70728574428571
3936,2019_48,51602.0703125,122500.38476563999,33.91348593714286
3940,2019_49,51602.0703125,122276.8261719,33.851599557142855
3944,2019_5,51602.0703125,152421.44921876,42.19694301142857
3948,2019_50,51602.0703125,125008.47851565,34.60782841142857
3952,2019_51,51602.0703125,128673.34765627,35.622428348571425
3956,2019_52,51602.0703125,133857.68945313,37.05767113857143
3960,2019_6,51602.0703125,152511.24023439,42.221785954285714
3964,2019_7,51602.0703125,153383.14257815,42.463171277142855
3968,2019_8,51602.0703125,156857.88281252998,43.42512839
3972,2019_9,51602.0703125,162801.77539064,45.07065636714286
3976,2020_1,51602.0703125,98405.77539063999,38.140238952
3980,2020_10,51602.0703125,228256.57812502,63.19141442285714
3984,2020_11,51602.0703125,242395.6953125,67.10575648714286
3988,2020_12,51602.0703125,258100.03515625,71.45338548857143
3992,2020_13,51602.0703125,275602.23828125,76.29879978714287
3996,2020_14,51602.0703125,290243.94140625,80.35224042428571
4000,2020_15,51602.0703125,301120.36328125,83.36330086857143
4004,2020_16,51602.0703125,310455.09765625,85.94757080285714
4008,2020_17,51602.0703125,317784.1640625,87.97657122142857
4012,2020_18,51602.0703125,323282.8828125,89.49886975857143
4016,2020_19,51602.0703125,327534.6484375,90.67595781857143
4020,2020_2,51602.0703125,139457.75195313,38.60802895571429
4024,2020_20,51602.0703125,329588.26953125,91.24447195714286
4028,2020_21,51602.0703125,329856.52734375,91.31874302428571
4032,2020_22,51602.0703125,330553.51171875,91.51169913142857
4036,2020_23,51602.0703125,330214.17578125,91.41777147571429
4040,2020_24,51602.0703125,328564.66796875,90.96108572857143
4044,2020_25,51602.0703125,326043.01171875,90.26299939857142
4048,2020_26,51602.0703125,322867.640625,89.38389805285715
4052,2020_27,51602.0703125,318471.4453125,88.16684287
4056,2020_28,51602.0703125,312569.1796875,86.53285762285714
4060,2020_29,51602.0703125,307159.67578125,85.03524235571429
4064,2020_3,51602.0703125,141642.76757815,39.21294239714286
4068,2020_30,51602.0703125,302427.10546875,83.72505733
4072,2020_31,51602.0703125,296913.18359375,82.19855826571428
4076,2020_32,51602.0703125,292932.125,81.09644208571429
4080,2020_33,51602.0703125,288212.796875,79.78991372142856
4084,2020_34,51602.0703125,283537.453125,78.49558585142857
4088,2020_35,51602.0703125,277327.28125,76.77633013
4092,2020_36,51602.0703125,271044.60546875,75.03701346285713
4096,2020_37,51602.0703125,263775.02734375,73.02447182714285
4100,2020_38,51602.0703125,255353.8515625,70.69314248142857
4104,2020_39,51602.0703125,246469.25390625,68.23348563
4108,2020_4,51602.0703125,145289.36718752,40.22244262571429
4112,2020_40,51602.0703125,237133.1640625,65.64884403857143
4116,2020_41,51602.0703125,228058.70507814,63.13665826142857
4120,2020_42,51602.0703125,219285.1308594,60.70772879428572
4124,2020_43,51602.0703125,211810.82812501,58.638528005714285
4128,2020_44,51602.0703125,205505.83593752,56.89302880571428
4132,2020_45,51602.0703125,199938.50390626,55.35174233428571
4136,2020_46,51602.0703125,195940.29882814,54.24485669714286
4140,2020_47,51602.0703125,194314.71289064,53.794814519999996
4144,2020_48,51602.0703125,190677.02539065,52.78775678285714
4148,2020_49,51602.0703125,188179.80078126,52.09641429285715
4152,2020_5,51602.0703125,156879.31640627,43.431056975714284
4156,2020_50,51602.0703125,182484.50390627,50.51968547285714
4160,2020_51,51602.0703125,172970.53906252,47.885843005714285
4164,2020_52,51602.0703125,167374.16992189,46.33648518142858
4168,2020_53,51602.0703125,95379.94140626,46.209374425
4172,2020_6,51602.0703125,168718.83789065,46.70875712857143
4176,2020_7,51602.0703125,185329.70507814,51.30738612571429
4180,2020_8,51602.0703125,201690.72656251,55.836828502857145
4184,2020_9,51602.0703125,216245.97851565,59.866371154285716
4188,2021_1,52624.08203125,175734.37890626,47.70614297142857
4192,2021_10,52624.08203125,236165.421875,64.11118643714285
4196,2021_11,52624.08203125,244923.4296875,66.48868560857143
4200,2021_12,52624.08203125,250254.33203125,67.93585640714285
4204,2021_13,52624.08203125,253207.8515625,68.73764147
4208,2021_14,52624.08203125,252719.4609375,68.60505676142857
4212,2021_15,52624.08203125,250000.4453125,67.86692919
4216,2021_16,52624.08203125,249445.0390625,67.71615709714285
4220,2021_17,52624.08203125,248003.2890625,67.32478659428571
4224,2021_18,52624.08203125,245771.37109375,66.71888623857143
4228,2021_19,52624.08203125,242276.73828125,65.77018629
4232,2021_2,52624.08203125,182258.86328127,49.477313994285716
4236,2021_20,52624.08203125,239705.0234375,65.07205636142858
4240,2021_21,52624.08203125,237830.92578125,64.56330108714285
4244,2021_22,52624.08203125,233711.61328125,63.445071084285715
4248,2021_23,52624.08203125,229844.04687501,62.39511435428572
4252,2021_24,52624.08203125,226207.9980469,61.408057078571424
4256,2021_25,52624.08203125,223042.26953127,60.548657008571425
4260,2021_26,52624.08203125,219987.55468751,59.719429017142865
4264,2021_27,52624.08203125,217075.6386719,58.92891475142857
4268,2021_28,52624.08203125,213576.32617189,57.97900009
4272,2021_29,52624.08203125,209321.56445314,56.823956622857146
4276,2021_3,52624.08203125,187271.79687502998,50.838143484285716
4280,2021_30,52624.08203125,205522.51953127,55.79262869857143
4284,2021_31,52624.08203125,200322.65820315,54.38105664714286
4288,2021_32,52624.08203125,196087.89453127,53.23144367857143
4292,2021_33,52624.08203125,191458.64648439,51.97477177142857
4296,2021_34,52624.08203125,186873.90234376,50.730157580000004
4300,2021_35,52624.08203125,181659.03710939,49.31448582
4304,2021_36,52624.08203125,175011.02734377,47.50974273999999
4308,2021_37,52624.08203125,167084.18164065,45.357885087142854
4312,2021_38,52624.08203125,158579.55273439,43.049156735714284
4316,2021_39,52624.08203125,150801.96484377,40.93777193142857
4320,2021_4,52624.08203125,190257.23828127,51.64859989714286
4324,2021_40,52624.08203125,143536.03515627,38.96532821714286
4328,2021_41,52624.08203125,139197.80273440998,37.78765760428571
4332,2021_42,52624.08203125,137092.88867188,37.216256824285715
4336,2021_43,52624.08203125,136440.41406252,37.03910010142857
4340,2021_44,52624.08203125,135047.66992188,36.661014557142856
4344,2021_45,52624.08203125,133962.73632814,36.366499762857146
4348,2021_46,51691.2265625,131555.58984377,36.35754230857143
4352,2021_47,51691.2265625,134725.76562501,37.23367146
4356,2021_48,51691.2265625,139556.55664064,38.568756102857144
4360,2021_49,51691.2265625,148523.63281252998,41.04691423714286
4364,2021_5,52624.08203125,192050.97070313,52.135542734285714
4368,2021_50,51691.2265625,157827.32031252,43.61817169142857
4372,2021_51,51691.2265625,170838.42187501,47.21395765142857
4376,2021_52,51691.2265625,131312.23437502,50.806380462
4380,2021_53,52624.08203125,72591.19531251,45.98096593
4384,2021_6,52624.08203125,194505.0761719,52.80177089
4388,2021_7,52624.08203125,200269.68750001,54.36665725571429
4392,2021_8,52624.08203125,212289.63085938,57.62968608285714
4396,2021_9,52624.08203125,222775.45703127,60.47624261
4400,2022_1,51691.2265625,212617.19726564,58.76022774714285
4404,2022_10,51691.2265625,307183.91015625,84.89528546857143
4408,2022_11,51691.2265625,319652.2109375,88.34109933142858
4412,2022_12,51691.2265625,332128.5625,91.78914315142858
4416,2022_13,51691.2265625,345417.19921875,95.46168518
4420,2022_14,51691.2265625,350539.74609375,96.87738473142858
4424,2022_15,51691.2265625,349631.96875,96.62651498000001
4428,2022_16,51691.2265625,350461.41015625,96.85571507142858
4432,2022_17,51691.2265625,348745.78125,96.38158525857143
4436,2022_18,51691.2265625,345971.1015625,95.61477116285714
4440,2022_19,51691.2265625,345309.1875,95.43182918000001
4444,2022_2,51691.2265625,248317.0078125,68.62645558
4448,2022_20,51691.2265625,344625.5703125,95.24289921285715
4452,2022_21,51691.2265625,343156.890625,94.83699907571429
4456,2022_22,51691.2265625,340388.4296875,94.07189941428571
4460,2022_23,51691.2265625,338403.1484375,93.52324349571428
4464,2022_24,51691.2265625,336013.16796875,92.86271558428572
4468,2022_25,51691.2265625,333333.09765625,92.12204306285714
4472,2022_26,51691.2265625,330374.8515625,91.30448586428572
4476,2022_27,51691.2265625,326494.0078125,90.23195648285714
4480,2022_28,51691.2265625,319835.99609375,88.39191545714286
4484,2022_29,51691.2265625,311796.7421875,86.17011479142857
4488,2022_3,51691.2265625,264553.70703125,73.11372920714285
4492,2022_30,51691.2265625,303634.9140625,83.91447230714286
4496,2022_31,51691.2265625,293550.60546875,81.12749808
4500,2022_32,51691.2265625,283854.35546875,78.44778551142858
4504,2022_33,51691.2265625,277163.4375,76.59862845285714
4508,2022_34,51691.2265625,270277.2265625,74.69551304285714
4512,2022_35,51691.2265625,263434.02734375,72.80431365857143
4516,2022_36,51691.2265625,257388.46484375,71.13351549428572
4520,2022_37,51691.2265625,251630.9765625,69.54232897142857
4524,2022_38,51691.2265625,245711.48046875,67.90638624
4528,2022_39,51691.2265625,240641.12109375,66.50509970571429
4532,2022_4,51691.2265625,264563.13671875,73.11634281857143
4536,2022_40,51691.2265625,235770.06640625,65.15889957857142
4540,2022_41,51691.2265625,230863.73828125,63.80297088571428
4544,2022_42,51691.2265625,226447.33593751,62.582414355714285
4548,2022_43,51691.2265625,221215.56250002,61.13652856
4552,2022_44,51691.2265625,218467.89843752,60.37715693857143
4556,2022_45,51691.2265625,218403.86914065,60.35945729
4560,2022_46,51691.2265625,216979.31250002,59.96580015
4564,2022_47,51691.2265625,214835.19140627998,59.37321417571429
4568,2022_48,51691.2265625,211990.43554689,58.58700016285714
4572,2022_49,51691.2265625,214096.21875002998,59.16897147142857
4576,2022_5,51691.2265625,265970.3125,73.50524139571428
4580,2022_50,51691.2265625,217524.08984377,60.116328648571425
4584,2022_51,51691.2265625,223571.39062502,61.78759983714286
4588,2022_52,51691.2265625,258281.48437501,62.4577741625
4592,2022_6,51691.2265625,272729.90625,75.37334224142857
4596,2022_7,51691.2265625,285024.14453125,78.77107129714285
4600,2022_8,51691.2265625,293538.11328125,81.12405722285715
4604,2022_9,51691.2265625,298863.9921875,82.59595707285715
4608,2023_1,51691.2265625,255629.3359375,70.64734213428571
4612,2023_10,51691.2265625,315273.73046875,87.13105773857144
4616,2023_11,51691.2265625,319728.6640625,88.36224256428571
4620,2023_12,51691.2265625,327101.71484375,90.39989907428571
4624,2023_13,51691.2265625,329976.453125,91.19438607428572
4628,2023_14,51691.2265625,329601.796875,91.09085737
4632,2023_15,51691.2265625,329588.0,91.08701324571429
4636,2023_16,51691.2265625,329596.34765625,91.08932822
4640,2023_17,51691.2265625,329605.66015625,91.09191458571429
4644,2023_18,51691.2265625,328360.2734375,90.74772753
4648,2023_19,51691.2265625,327599.2890625,90.53741455142857
4652,2023_2,51691.2265625,268995.23828125,74.34124210857144
4656,2023_20,51691.2265625,326287.25390625,90.17481231571428
4660,2023_21,51691.2265625,323992.28515625,89.54055677142857
4664,2023_22,51691.2265625,322133.04296875,89.02672903857142
4668,2023_23,51691.2265625,318629.28515625,88.05841391285715
4672,2023_24,51691.2265625,314729.9140625,86.98077174571428
4676,2023_25,51691.2265625,311124.69921875,85.98440006857143
4680,2023_26,51691.2265625,306719.5703125,84.76695687428571
4684,2023_27,51691.2265625,302682.05078125,83.65111432714285
4688,2023_28,51691.2265625,297900.1796875,82.32955714714285
4692,2023_29,51691.2265625,293517.7578125,81.11841365142857
4696,2023_3,51691.2265625,269001.09765625,74.34284319142856
4700,2023_30,51691.2265625,289473.9921875,80.00087192857143
4704,2023_31,51691.2265625,284883.46875,78.73217119571429
4708,2023_32,51691.2265625,279862.10546875,77.34445517428571
4712,2023_33,51691.2265625,275600.60546875,76.16672624714286
4716,2023_34,51691.2265625,271375.98046875,74.99918692285713
4720,2023_35,51691.2265625,265892.26953125,73.48368508571427
4724,2023_36,51691.2265625,260130.75390625,71.89137158999999
4728,2023_37,51691.2265625,255178.27734375,70.52268546142857
4732,2023_38,51691.2265625,250072.51171875,69.11161477142858
4736,2023_39,51691.2265625,244210.203125,67.49145834857143
4740,2023_4,51691.2265625,271434.12109375,75.0152577
4744,2023_40,51691.2265625,238693.171875,65.96674128857143
4748,2023_41,51691.2265625,232518.96484375,64.26038524142857
4752,2023_42,51691.2265625,227458.04101565,62.86172866714286
4756,2023_43,51691.2265625,221513.2421875,61.21881430571428
4760,2023_44,51691.2265625,215939.14062501,59.67831420857143
4764,2023_45,51691.2265625,213292.4667969,58.94685690714285
4768,2023_46,51691.2265625,209421.91210939,57.877157485714285
4772,2023_47,51691.2265625,203422.68945315,56.21915708285714
4776,2023_48,51691.2265625,195165.4511719,53.937156675714284
4780,2023_49,51691.2265625,186939.08984376,51.663671220000005
4784,2023_5,51691.2265625,274585.18359375,75.88609968
4788,2023_50,51691.2265625,181763.09765625,50.23320007428571
4792,2023_51,51691.2265625,178987.24609377998,49.466057368571434
4796,2023_52,51691.2265625,212212.1699219,51.31726264875
4800,2023_6,51691.2265625,281513.78125,77.80091313
4804,2023_7,51691.2265625,293296.13671875,81.0571714142857
4808,2023_8,51691.2265625,304034.046875,84.02478681142858
4812,2023_9,51691.2265625,310427.30859375,85.79167175428572
4816,2024_1,51691.2265625,178080.9980469,49.21560069428572
4820,2024_10,51691.2265625,245661.2265625,67.89249965
4824,2024_11,51691.2265625,252261.140625,69.71650150857143
4828,2024_12,51691.2265625,255610.59765625,70.64215632857143
4832,2024_13,51691.2265625,260649.51953125,72.03476933
4836,2024_14,51691.2265625,268036.24609375,74.07618495428572
4840,2024_15,51691.2265625,275209.9609375,76.0587724942857
4844,2024_16,51691.2265625,280090.2890625,77.40751429714285
4848,2024_17,51691.2265625,283885.59765625,78.45642852857144
4852,2024_18,51691.2265625,283899.1015625,78.46015603285716
4856,2024_19,51691.2265625,282125.25,77.96991511857142
4860,2024_2,51691.2265625,179660.49218752,49.652113775714284
4864,2024_20,51691.2265625,278358.33984375,76.92888641428571
4868,2024_21,51691.2265625,274637.27734375,75.90048653714287
4872,2024_22,51691.2265625,270764.76953125,74.83025578285715
4876,2024_23,51691.2265625,266700.171875,73.7069560442857
4880,2024_24,51691.2265625,262298.66015625,72.49051448285715
4884,2024_25,51691.2265625,257558.82421875,71.18057142
4888,2024_26,51691.2265625,253041.5546875,69.93217141285714
4892,2024_27,51691.2265625,248095.1953125,68.56517137857143
4896,2024_28,51691.2265625,242638.796875,67.05718449142857
4900,2024_29,51691.2265625,237154.140625,65.54140036571428
4904,2024_3,51691.2265625,184630.23046877,51.02557209428572
4908,2024_30,51691.2265625,232636.5859375,64.29291479999999
4912,2024_31,51691.2265625,227418.37500001,62.85078539285714
4916,2024_32,51691.2265625,221868.09960938,61.31685747428571
4920,2024_33,51691.2265625,215981.34570314,59.68998663857143
4924,2024_34,51691.2265625,210584.24023438,58.19838605428571
4928,2024_35,51691.2265625,204625.58203127,56.55162865714285
4932,2024_36,51691.2265625,142762.98828126,55.23685912999999
4936,2024_4,51691.2265625,192740.75390627,53.267057691428576
4940,2024_5,51691.2265625,201481.1542969,55.682614462857146
4944,2024_6,51691.2265625,208488.95117189,57.61932809
4948,2024_7,51691.2265625,216617.56445314,59.86581475285714
4952,2024_8,51691.2265625,226541.81835938,62.60852868285714
4956,2024_9,51691.2265625,236975.84765625,65.49215807285715
